PTX Hexadecimal Floating-Point Constants
================================================================================

Total unique constants: 7607
Total occurrences: 1224282

DOUBLE-PRECISION CONSTANTS (0d/0D + 16 hex digits):
--------------------------------------------------------------------------------
0f42B40000: 125 occurrences
0f3F7FBE77: 125 occurrences
0fBA83126F: 120 occurrences
0fBF4CCCCD: 120 occurrences
0fCE6E6B28: 118 occurrences
0f3102E308: 117 occurrences
0f43D0CCCD: 116 occurrences
0f3FBF4A23: 116 occurrences
0f4E6E6B28: 113 occurrences
0f3E1FBE77: 113 occurrences
0f3C800000: 112 occurrences
0f4B40007D: 108 occurrences
0f3D4CCCCD: 106 occurrences
0f3F555555: 104 occurrences
0f3C8B1ABB: 103 occurrences
0f3D10ECEF: 103 occurrences
0f3CFC028C: 103 occurrences
0f3D372139: 103 occurrences
0f3D9993DB: 103 occurrences
0f3E2AAAC6: 103 occurrences
0f41700000: 100 occurrences
0fC1000000: 96 occurrences
0f358637BE: 95 occurrences
0f42800000: 93 occurrences
0f43000000: 93 occurrences
0fC3C80000: 93 occurrences
0f3C23D70B: 90 occurrences
0f3DCCCCD0: 90 occurrences
0fE0AD78EC: 89 occurrences
0f40C90FDB: 85 occurrences
0f411CF5C3: 85 occurrences
0f3C000000: 84 occurrences
0f41B80000: 83 occurrences
0f42480000: 82 occurrences
0f41300000: 82 occurrences
0f39800000: 82 occurrences
0f399D4951: 82 occurrences
0f3AB3CC07: 81 occurrences
0f41800000: 76 occurrences
0fC2700000: 76 occurrences
0f2E92BDA7: 76 occurrences
0f3CA3D70B: 74 occurrences
0f3F3A9FBE: 73 occurrences
0f42FE0000: 72 occurrences
0f41C80000: 71 occurrences
0f3CCCCCCD: 71 occurrences
0f3EB504F3: 70 occurrences
0f3F733333: 69 occurrences
0f3A00B43C: 67 occurrences
0fBC6BE14F: 66 occurrences
0f3B2090AA: 66 occurrences
0f3D23397E: 66 occurrences
0fBD948A7A: 66 occurrences
0f3DD76B21: 66 occurrences
0fBE111E88: 66 occurrences
0f3E4CAF60: 66 occurrences
0fBEAAAA27: 66 occurrences
0f33800000: 66 occurrences
0f3B560000: 65 occurrences
0f3C190000: 65 occurrences
0f3CC70000: 65 occurrences
0f3D5B0000: 65 occurrences
0f3E089438: 65 occurrences
0f3EAAAA88: 65 occurrences
0f7149F2CA: 64 occurrences
0f44704000: 64 occurrences
0f40200000: 62 occurrences
0f3E570A3D: 62 occurrences
0f3D8F5C29: 61 occurrences
0f3F8CCCCD: 59 occurrences
0f44000000: 58 occurrences
0f39000000: 58 occurrences
0f42000000: 55 occurrences
0f3D2AAAAB: 55 occurrences
0f308637BD: 54 occurrences
0f394FFF49: 53 occurrences
0f363D0ADA: 53 occurrences
0f3C08889A: 53 occurrences
0f3B000000: 53 occurrences
0f3A831200: 52 occurrences
0f40B504F3: 52 occurrences
0f3FF33333: 50 occurrences
0f41D80000: 49 occurrences
0f3D579436: 49 occurrences
0f3F3851EC: 49 occurrences
0f3ADA740D: 49 occurrences
0fD09502F9: 48 occurrences
0f41F00000: 46 occurrences
0f3DAAAAAB: 46 occurrences
0f3C75C28F: 46 occurrences
0f3FBF82D4: 46 occurrences
0f3D321643: 46 occurrences
0fC3000000: 45 occurrences
0fBCE38E39: 45 occurrences
0fBE2C7F30: 44 occurrences
0f3DC6B27F: 44 occurrences
0f3E2FCF2A: 44 occurrences
0fBE374E43: 44 occurrences
0f3E520BF4: 44 occurrences
0fBE763C8B: 44 occurrences
0f3E93BF99: 44 occurrences
0fBEB8AA49: 44 occurrences
0f3EF6384A: 44 occurrences
0fBF38AA3B: 44 occurrences
0f41980000: 44 occurrences
0f3F9BA11C: 44 occurrences
0f3F900000: 43 occurrences
0f3C99CA97: 42 occurrences
0f3D4DD2F7: 42 occurrences
0f3D3F90E8: 42 occurrences
0f3D993CCF: 42 occurrences
0f3E2AAC04: 42 occurrences
0f3ED55555: 42 occurrences
0f3E124925: 42 occurrences
0f38800000: 42 occurrences
0fBDCCCCD0: 41 occurrences
0f3FE26666: 40 occurrences
0fBE4CCCD0: 40 occurrences
0fBF666666: 40 occurrences
0fBA831200: 40 occurrences
0f41F80000: 39 occurrences
0f3F490FDB: 39 occurrences
0f3E4CCCD0: 39 occurrences
0f3FFFDF3C: 39 occurrences
0fBB031200: 39 occurrences
0f3B031200: 39 occurrences
0f3F041A2F: 38 occurrences
0f2cc3494c: 36 occurrences
0fd599074c: 36 occurrences
0f42440000: 36 occurrences
0f3A000000: 36 occurrences
0fBE8930A4: 36 occurrences
0f3F8147AE: 35 occurrences
0f3EC00000: 35 occurrences
0f3E19999A: 35 occurrences
0fBCA3D70B: 35 occurrences
0f3B03126F: 34 occurrences
0f3ECCCCCD: 34 occurrences
0f3CE38E39: 33 occurrences
0f3DBA2E8C: 33 occurrences
0f388BF84E: 33 occurrences
0f40206C99: 32 occurrences
0f3FD55555: 32 occurrences
0f3CA3D70A: 32 occurrences
0f3FD9999A: 32 occurrences
0f3F4CCCCD: 31 occurrences
0fC0E00000: 31 occurrences
0fC47A0000: 31 occurrences
0fBF400000: 31 occurrences
0fBEAAAAAB: 30 occurrences
0f1E3CE509: 30 occurrences
0f3F13CD3A: 30 occurrences
0f3E99999A: 29 occurrences
0fBF3504F3: 29 occurrences
0f3D3504F3: 29 occurrences
0f4F000000: 28 occurrences
0f42700000: 28 occurrences
0f42F20000: 28 occurrences
0FB06DFF60: 28 occurrences
0f4B189680: 28 occurrences
0fDF0AC723: 28 occurrences
0f3E59B3D0: 27 occurrences
0f3D93DD98: 27 occurrences
0f43800000: 27 occurrences
0fBF22F983: 27 occurrences
0fBCA3D70A: 27 occurrences
0f3EF5C28F: 27 occurrences
0f3DE38DA4: 27 occurrences
0f46000000: 27 occurrences
0f66d9bb4c: 27 occurrences
0f48e8114c: 27 occurrences
0fdf84104c: 27 occurrences
0f3D17B426: 27 occurrences
0ff6eb274c: 27 occurrences
0f543c2d4c: 27 occurrences
0f9d84534c: 27 occurrences
0f3DE38E39: 26 occurrences
0fBE000000: 26 occurrences
0f43290000: 26 occurrences
0f43B40000: 26 occurrences
0fC061E400: 26 occurrences
0fBE4CCCCD: 26 occurrences
0f33D6BF95: 26 occurrences
0f3DB504F3: 26 occurrences
0f43B48000: 26 occurrences
0f40600000: 25 occurrences
0f3FA66666: 25 occurrences
0f402DF854: 25 occurrences
0f43610000: 25 occurrences
0f4CBEBC20: 25 occurrences
0f3DF5C290: 25 occurrences
0fC4E10000: 25 occurrences
0f44044000: 25 occurrences
0f3C8EFA35: 24 occurrences
0f7F7FF023: 24 occurrences
0fC3480000: 24 occurrences
0f3E555555: 24 occurrences
0f3EC90FDB: 24 occurrences
0fC2800000: 24 occurrences
0f41B504F3: 24 occurrences
0f3E3504F3: 24 occurrences
0f40C90FDA: 23 occurrences
0f49742400: 23 occurrences
0f3F59999A: 23 occurrences
0f3D638E39: 23 occurrences
0f45800000: 23 occurrences
0f3AF7C5EE: 23 occurrences
0f7E967699: 22 occurrences
0fC0A3D70A: 22 occurrences
0f42340000: 22 occurrences
0f427C0000: 22 occurrences
0f37D1B717: 22 occurrences
0f3F371759: 22 occurrences
0f45000000: 22 occurrences
0f3C0767AC: 22 occurrences
0f3E23D70A: 22 occurrences
0fC1400000: 21 occurrences
0f42A00000: 21 occurrences
0f43FA0000: 21 occurrences
0fC37F0000: 21 occurrences
0f42880000: 21 occurrences
0fBDAAAAAB: 21 occurrences
0f3F7EB852: 21 occurrences
0fFE967699: 20 occurrences
0f42200000: 20 occurrences
0f41600000: 20 occurrences
0f3FE00000: 20 occurrences
0f41900000: 20 occurrences
0f42100000: 20 occurrences
0f42A20000: 20 occurrences
0fC1100000: 20 occurrences
0fBB969026: 20 occurrences
0fBC820821: 20 occurrences
0fB727C5AC: 20 occurrences
0fC4800000: 20 occurrences
0f3F266666: 20 occurrences
0fC1C80000: 19 occurrences
0f41880000: 19 occurrences
0f40100000: 19 occurrences
0f3FA00000: 19 occurrences
0f3FB6DB6E: 19 occurrences
0f413504F3: 19 occurrences
0f22017d4c: 18 occurrences
0f7b9f8d4c: 18 occurrences
0fcfa8954c: 18 occurrences
0fb1660b4c: 18 occurrences
0fd3d34b4c: 18 occurrences
0F86A00000: 18 occurrences
0f42F00000: 18 occurrences
0f4120E148: 18 occurrences
0fBC75C28F: 18 occurrences
0f3BCCCCCD: 18 occurrences
0f3F3AD70E: 18 occurrences
0f403504F3: 18 occurrences
0f3DE38866: 18 occurrences
0f3432F4FD: 18 occurrences
0f4099999A: 18 occurrences
0f4C800000: 18 occurrences
0f0000058E: 18 occurrences
0fBFC90FDB: 17 occurrences
0fC1800000: 17 occurrences
0fBBA3D70A: 17 occurrences
0f447FC000: 17 occurrences
0f3221F645: 17 occurrences
0fAF8A6370: 17 occurrences
0fB4016FDA: 17 occurrences
0f3468F846: 17 occurrences
0f370742AA: 17 occurrences
0fB804DB4D: 17 occurrences
0fBA4AFEA1: 17 occurrences
0f3BB5C027: 17 occurrences
0f3E24AE0F: 17 occurrences
0f3F62DFC4: 17 occurrences
0f47C35000: 17 occurrences
0fC0100000: 17 occurrences
0fC2400000: 17 occurrences
0f3C3504F3: 17 occurrences
0f40A3D70A: 17 occurrences
0fC0B00000: 17 occurrences
0f430C0000: 16 occurrences
0fBF490FDB: 16 occurrences
0f3BE6E05B: 16 occurrences
0f3A69A091: 16 occurrences
0fBC81FB4B: 16 occurrences
0f3D15373B: 16 occurrences
0fBD887C5A: 16 occurrences
0f3DC021D5: 16 occurrences
0fBDCED424: 16 occurrences
0f3D8B74DE: 16 occurrences
0f3C7BF170: 16 occurrences
0fBE0EF8D4: 16 occurrences
0f3F9DD2C9: 16 occurrences
0f3FB33333: 16 occurrences
0f37C04453: 16 occurrences
0f394874CE: 16 occurrences
0f3BD6F255: 16 occurrences
0fBD638E39: 16 occurrences
0fB93F9095: 16 occurrences
0f3C081007: 16 occurrences
0f37F5C28F: 16 occurrences
0f39FBA882: 16 occurrences
0fBFB504F3: 15 occurrences
0fDF000000: 15 occurrences
0f41500000: 15 occurrences
0f42920000: 15 occurrences
0f4B18967F: 15 occurrences
0f3F2B851F: 15 occurrences
0f445B0000: 15 occurrences
0f03F1AFF3: 15 occurrences
0f7B4476D0: 15 occurrences
0f37FBA883: 15 occurrences
0f3CC49BA6: 15 occurrences
0f392EC33F: 15 occurrences
0f30897061: 15 occurrences
0f42E80000: 14 occurrences
0f4B40007F: 14 occurrences
0fC016CBE4: 14 occurrences
0f3E6D3389: 14 occurrences
0f3ECC422A: 14 occurrences
0f3FAA466F: 14 occurrences
0fBFE91EEA: 14 occurrences
0f3FE40778: 14 occurrences
0fBEB68F87: 14 occurrences
0f3EA385FA: 14 occurrences
0f44BB8000: 14 occurrences
0fC1600000: 14 occurrences
0f2E92C261: 14 occurrences
0f3E490FDB: 14 occurrences
0f41490FDA: 14 occurrences
0f5F000000: 13 occurrences
0fC0490FDB: 13 occurrences
0f38D1B718: 13 occurrences
0fCB000000: 13 occurrences
0f41680000: 13 occurrences
0f3F35C28F: 13 occurrences
0f3B5ED289: 13 occurrences
0f3FFF9097: 13 occurrences
0f42FEF829: 13 occurrences
0fC27C73F1: 13 occurrences
0fC2E4361C: 13 occurrences
0f42714D9B: 13 occurrences
0fC1AE51B3: 13 occurrences
0f40CEF504: 13 occurrences
0fBFEA9E05: 13 occurrences
0fBCF871F4: 13 occurrences
0f3F553775: 13 occurrences
0f3ED1EB85: 13 occurrences
0f3F317200: 13 occurrences
0f35BFBE8E: 13 occurrences
0f3C095663: 13 occurrences
0f3AB5EBE6: 13 occurrences
0f3D2AABE3: 13 occurrences
0f3E2AA9F6: 13 occurrences
0f3EFFFFFE: 13 occurrences
0f8000000C: 13 occurrences
0f42140000: 13 occurrences
0f42A60000: 13 occurrences
0fC00C0000: 13 occurrences
0fC0040000: 13 occurrences
0fBFF80000: 13 occurrences
0fBFE00000: 13 occurrences
0f400C0000: 13 occurrences
0f40040000: 13 occurrences
0f3FF80000: 13 occurrences
0fC0672000: 13 occurrences
0fC59C4000: 13 occurrences
0f3B23D70A: 13 occurrences
0f46800000: 13 occurrences
0f3FE66666: 13 occurrences
0f397BA882: 13 occurrences
0f429665CF: 13 occurrences
0f2580000F: 13 occurrences
0f41E00000: 12 occurrences
0f40233590: 12 occurrences
0fBF17ACC9: 12 occurrences
0fBFAAD2E0: 12 occurrences
0f3E684E12: 12 occurrences
0fC0A55DF6: 12 occurrences
0f4081E0CF: 12 occurrences
0fC09DE9E6: 12 occurrences
0F3D8AA50A: 12 occurrences
0f4019999A: 12 occurrences
0f42080000: 12 occurrences
0f42CC0000: 12 occurrences
0f42D00000: 12 occurrences
0f42D40000: 12 occurrences
0f42FA0000: 12 occurrences
0f3F99999A: 12 occurrences
0fC1500000: 12 occurrences
0fC1300000: 12 occurrences
0f3B820821: 12 occurrences
0f3CF5C28F: 12 occurrences
0fC0C90FDB: 12 occurrences
0fC1700000: 12 occurrences
0f3851B717: 12 occurrences
0f50000000: 12 occurrences
0f3FBF3B64: 12 occurrences
0fC2000000: 12 occurrences
0f3DC90FDB: 12 occurrences
0f4B7F0000: 12 occurrences
0f3D69F490: 12 occurrences
0f3DFF811F: 12 occurrences
0fF149F2CA: 11 occurrences
0f42540000: 11 occurrences
0f41B00000: 11 occurrences
0f41D00000: 11 occurrences
0fBC4D5033: 11 occurrences
0f3D430C31: 11 occurrences
0f3B5B0037: 11 occurrences
0fC7C34F80: 11 occurrences
0f4E000000: 11 occurrences
0f3F7FFFFE: 11 occurrences
0fC3E10000: 11 occurrences
0f3124ED3F: 11 occurrences
0fAFDBE6FF: 11 occurrences
0f3B1D4951: 11 occurrences
0fBC000000: 10 occurrences
0f42500000: 10 occurrences
0f40D00000: 10 occurrences
0f3EE66666: 10 occurrences
0f40862E43: 10 occurrences
0fC04A8000: 10 occurrences
0f3FB75B84: 10 occurrences
0f3984F70F: 10 occurrences
0f3E5807D3: 10 occurrences
0f3F71280C: 10 occurrences
0f0000000B: 10 occurrences
0f41E80000: 10 occurrences
0f42640000: 10 occurrences
0f43100000: 10 occurrences
0f43700000: 10 occurrences
0f3C03126F: 10 occurrences
0f00000008: 10 occurrences
0f2399894c: 10 occurrences
0f4479C000: 10 occurrences
0f447F7F5C: 10 occurrences
0f4000A3D7: 10 occurrences
0f43960000: 10 occurrences
0f0000000D: 10 occurrences
0fC3160000: 10 occurrences
0f40BFFFFF: 10 occurrences
0fC06ED9EA: 10 occurrences
0fBE99999A: 10 occurrences
0f3F7AE148: 10 occurrences
0f350637BE: 10 occurrences
0f4016CBE4: 10 occurrences
0f3F96CBE4: 10 occurrences
0f3D0186E3: 10 occurrences
0f448C8000: 10 occurrences
0f054a414c: 9 occurrences
0f5081774c: 9 occurrences
0f09cd3d4c: 9 occurrences
0f466d7e4c: 9 occurrences
0f50797e4c: 9 occurrences
0f01769d4c: 9 occurrences
0fb8907b4c: 9 occurrences
0fc4b7264c: 9 occurrences
0f8419c24c: 9 occurrences
0fee04f24c: 9 occurrences
0fb68ca74c: 9 occurrences
0f7a2c774c: 9 occurrences
0f98935f4c: 9 occurrences
0f4c29264c: 9 occurrences
0fddd72c4c: 9 occurrences
0ffe04084c: 9 occurrences
0f19ee2c4c: 9 occurrences
0f42652EE0: 9 occurrences
0fBFD1758E: 9 occurrences
0f3D23D70A: 9 occurrences
0fCCBEBC20: 9 occurrences
0fBEC90FDB: 9 occurrences
0fBB800000: 9 occurrences
0f437A0000: 9 occurrences
0f40A66666: 9 occurrences
0F47CCF46B: 9 occurrences
0fC1F00000: 9 occurrences
0f42280000: 9 occurrences
0f43160000: 9 occurrences
0f8000000B: 9 occurrences
0fC4000000: 9 occurrences
0fC4480000: 9 occurrences
0fC59D8000: 9 occurrences
0f48B13000: 9 occurrences
0fCC184540: 9 occurrences
0f42040000: 9 occurrences
0f0000000A: 9 occurrences
0f41A80000: 9 occurrences
0f420C0000: 9 occurrences
0f42C60000: 9 occurrences
0f42F60000: 9 occurrences
0f80000008: 9 occurrences
0fC3100000: 9 occurrences
0f3E924925: 9 occurrences
0f3951B717: 9 occurrences
0f4096CBE4: 9 occurrences
0f3E3851EC: 9 occurrences
0fC46C4000: 9 occurrences
0f3BCF3E38: 9 occurrences
0f378BCF65: 9 occurrences
0f3ADA740E: 9 occurrences
0fC07FFFFF: 9 occurrences
0f4BA3D70A: 9 occurrences
0f47822580: 9 occurrences
0fC0300000: 9 occurrences
0f44E10000: 9 occurrences
0fF9EE81D6: 9 occurrences
0fC0200000: 8 occurrences
0f4C000000: 8 occurrences
0fBD490FDB: 8 occurrences
0f43200000: 8 occurrences
0fC0600000: 8 occurrences
0f7E800000: 8 occurrences
0f3F1D2F1B: 8 occurrences
0f40490FD8: 8 occurrences
0f3F8B851F: 8 occurrences
0f3F821CAC: 8 occurrences
0f3533DA0D: 8 occurrences
0f39CB458E: 8 occurrences
0f3A4E21B7: 8 occurrences
0f3C59F7E3: 8 occurrences
0f3D6023BA: 8 occurrences
0f3DE34A58: 8 occurrences
0f42580000: 8 occurrences
0f42900000: 8 occurrences
0fC1BC0000: 8 occurrences
0f3F7FF972: 8 occurrences
0f497423F0: 8 occurrences
0f3A902DE0: 8 occurrences
0f3C749CEC: 8 occurrences
0f3E8930A4: 8 occurrences
0f000004EA: 8 occurrences
0fA6901D7D: 8 occurrences
0fBFA00000: 8 occurrences
0fBE3851EC: 8 occurrences
0f3DA81C2E: 8 occurrences
0f44440000: 8 occurrences
0f00000065: 8 occurrences
0f3E2AA690: 8 occurrences
0fBE2AA690: 8 occurrences
0f3E4CCCCC: 8 occurrences
0f4070A2E6: 8 occurrences
0fBDC8E8A7: 8 occurrences
0f3D490FDB: 8 occurrences
0fB8800000: 8 occurrences
0f4CCCCCCD: 8 occurrences
0f3FFFFFFF: 8 occurrences
0f85D3EE9F: 8 occurrences
0f021D7499: 8 occurrences
0f37CCCCCD: 8 occurrences
0f4098C9EB: 8 occurrences
0f3E2AB368: 8 occurrences
0f46424C00: 8 occurrences
0f42B00000: 7 occurrences
0F27BB2FEC: 7 occurrences
0f8000000A: 7 occurrences
0f2B2BFF2F: 7 occurrences
0FF51C2197: 7 occurrences
0f0000000C: 7 occurrences
0f429E0000: 7 occurrences
0f35800000: 7 occurrences
0F5C28F5C2: 7 occurrences
0f43020000: 7 occurrences
0f41B40000: 7 occurrences
0f3F94FDF4: 7 occurrences
0fA4F8DEA0: 7 occurrences
0fBF03B7C2: 7 occurrences
0f4056FE93: 7 occurrences
0f3DD3B3F3: 7 occurrences
0fBD7FFFB6: 7 occurrences
0fBE52412D: 7 occurrences
0f3F91E009: 7 occurrences
0f3D854ED1: 7 occurrences
0fBDFFFFFF: 7 occurrences
0fC019E8A9: 7 occurrences
0fB3E971B3: 7 occurrences
0fA9ACA9B3: 7 occurrences
0fA6B3B8E7: 7 occurrences
0f2C3F0E18: 7 occurrences
0fACD41781: 7 occurrences
0fAFE90F38: 7 occurrences
0f3020305B: 7 occurrences
0f33797143: 7 occurrences
0f30F76F85: 7 occurrences
0fB6B6DFC6: 7 occurrences
0fB6F665C9: 7 occurrences
0f399E2DEB: 7 occurrences
0f3A4AE334: 7 occurrences
0fBBEEAA1B: 7 occurrences
0fBCDA7747: 7 occurrences
0fC0B0A47B: 7 occurrences
0f339A7A37: 7 occurrences
0fC10A75AB: 7 occurrences
0fB4CCCDED: 7 occurrences
0fB24FE77A: 7 occurrences
0f42240000: 7 occurrences
0f42870000: 7 occurrences
0f42AA0000: 7 occurrences
0f42AE0000: 7 occurrences
0f42C40000: 7 occurrences
0f42E10000: 7 occurrences
0f42FF0000: 7 occurrences
0f43040000: 7 occurrences
0f43090000: 7 occurrences
0f430B0000: 7 occurrences
0f43280000: 7 occurrences
0f433F0000: 7 occurrences
0f43400000: 7 occurrences
0f43460000: 7 occurrences
0f43680000: 7 occurrences
0f43710000: 7 occurrences
0fBA800000: 7 occurrences
0f3C638E39: 7 occurrences
0f80000397: 7 occurrences
0f7BB68C9D: 7 occurrences
0f46834E00: 7 occurrences
0f7F7FFFEE: 7 occurrences
0fF8276F8C: 7 occurrences
0f41D5B5C8: 7 occurrences
0fC25C0000: 7 occurrences
0f3DE147AE: 7 occurrences
0f69112CA5: 7 occurrences
0f3E75C28F: 7 occurrences
0f05C16872: 7 occurrences
0f3C4FCDAC: 7 occurrences
0f40C8E06B: 7 occurrences
0f3C4CCCCD: 7 occurrences
0fC6000000: 7 occurrences
0f411CCCCD: 7 occurrences
0f0000005D: 7 occurrences
0f40A06C99: 7 occurrences
0fBD3851EC: 7 occurrences
0f3EC08252: 7 occurrences
0f44C3D5CD: 7 occurrences
0f4CA00000: 7 occurrences
0fC2CA0000: 7 occurrences
0f3F88F5C3: 7 occurrences
0fC2CE0000: 7 occurrences
0f3F84BC6A: 7 occurrences
0fC2D20000: 7 occurrences
0f3E6147AE: 7 occurrences
0fB449A181: 7 occurrences
0f82564859: 7 occurrences
0f3F0374BC: 7 occurrences
0fFF167699: 7 occurrences
0fC1940000: 7 occurrences
0f419F3333: 7 occurrences
0f3E12491B: 7 occurrences
0f79EE81D6: 7 occurrences
0fBCCCCCCD: 7 occurrences
0f00000002: 7 occurrences
0f3FA2F984: 7 occurrences
0f3FE10966: 6 occurrences
0f3D122279: 6 occurrences
0f43730000: 6 occurrences
0f39C71279: 6 occurrences
0fBC800000: 6 occurrences
0f3BA3D70B: 6 occurrences
0f3851B718: 6 occurrences
0f3727C5AD: 6 occurrences
0f44FA0000: 6 occurrences
0f43510000: 6 occurrences
0f42810000: 6 occurrences
0f00000009: 6 occurrences
0f4461D2F7: 6 occurrences
0f3EE8BA2F: 6 occurrences
0f42EA0000: 6 occurrences
0f41280000: 6 occurrences
0f3FCC49BA: 6 occurrences
0f4EE65198: 6 occurrences
0f00000007: 6 occurrences
0f3EB914AD: 6 occurrences
0fBFCA3BA2: 6 occurrences
0fBE27F2EC: 6 occurrences
0f3EBFFFFD: 6 occurrences
0fC0753AAC: 6 occurrences
0f33A5090F: 6 occurrences
0f2B81BF42: 6 occurrences
0f29AF3463: 6 occurrences
0fADE21EC1: 6 occurrences
0fAF5DDEFF: 6 occurrences
0f319B0C9D: 6 occurrences
0f32E81173: 6 occurrences
0fB50F8DC8: 6 occurrences
0fB61E653D: 6 occurrences
0f382CD9C5: 6 occurrences
0f38F9EB10: 6 occurrences
0fBAECEB9C: 6 occurrences
0fBB276FFD: 6 occurrences
0f3D073993: 6 occurrences
0fC0E07FB0: 6 occurrences
0f3444B8DB: 6 occurrences
0f3F3FF7E9: 6 occurrences
0fC082CB37: 6 occurrences
0fBE458BAE: 6 occurrences
0f3E3FFF8B: 6 occurrences
0f0DA24260: 6 occurrences
0f3F13C468: 6 occurrences
0f42246666: 6 occurrences
0fBDFDF8D9: 6 occurrences
0fBFFCA5DC: 6 occurrences
0f3EE0C49C: 6 occurrences
0fB8D1B717: 6 occurrences
0f4048F5C3: 6 occurrences
0f432A0000: 6 occurrences
0fBADA752C: 6 occurrences
0f42180000: 6 occurrences
0f421C0000: 6 occurrences
0f422C0000: 6 occurrences
0f42300000: 6 occurrences
0f42380000: 6 occurrences
0f423C0000: 6 occurrences
0f424C0000: 6 occurrences
0f425C0000: 6 occurrences
0f42600000: 6 occurrences
0f42680000: 6 occurrences
0f426C0000: 6 occurrences
0f42740000: 6 occurrences
0f42780000: 6 occurrences
0f42860000: 6 occurrences
0f42C00000: 6 occurrences
0f42DC0000: 6 occurrences
0f42DE0000: 6 occurrences
0f430A0000: 6 occurrences
0f43130000: 6 occurrences
0f43220000: 6 occurrences
0f43370000: 6 occurrences
0f43490000: 6 occurrences
0f3EB7E150: 6 occurrences
0f7B52B25D: 6 occurrences
0f00000079: 6 occurrences
0f3983126F: 6 occurrences
0fBC03126F: 6 occurrences
0f8000000D: 6 occurrences
0f80800000: 6 occurrences
0fBE2AAAAB: 6 occurrences
0f41490FDB: 6 occurrences
0f39841884: 6 occurrences
0fBC23D70B: 6 occurrences
0fFB615F51: 6 occurrences
0f44A20000: 6 occurrences
0f45F30000: 6 occurrences
0f3F170A3D: 6 occurrences
0f409CF5C3: 6 occurrences
0f3E947AE0: 6 occurrences
0f3CB43940: 6 occurrences
0f3E232000: 6 occurrences
0f4196D000: 6 occurrences
0f429DB000: 6 occurrences
0f62D71583: 6 occurrences
0f451C4000: 6 occurrences
0f455AC000: 6 occurrences
0f458CA000: 6 occurrences
0fC6800000: 6 occurrences
0fBF96CBE4: 6 occurrences
0f022F1F78: 6 occurrences
0f3F9FFFFF: 6 occurrences
0f3FFB53D1: 6 occurrences
0f3FDFFFFF: 6 occurrences
0f402FEDDF: 6 occurrences
0f79E8EDFF: 6 occurrences
0fC3800000: 6 occurrences
0f3C83126F: 6 occurrences
0fC4340000: 6 occurrences
0f471D8000: 6 occurrences
0fCA5D7C00: 6 occurrences
0f38F5C28F: 6 occurrences
0f3E8056E1: 6 occurrences
0f3F7EB898: 6 occurrences
0f3DCC7577: 6 occurrences
0fC1880000: 6 occurrences
0f421F3439: 6 occurrences
0f3DF0F0F1: 6 occurrences
0f8558C7F8: 6 occurrences
0fBF041A2F: 6 occurrences
0f80000009: 5 occurrences
0f4799C180: 5 occurrences
0f40F00000: 5 occurrences
0f41840000: 5 occurrences
0f7B736627: 5 occurrences
0fC7C35000: 5 occurrences
0f3DB851EC: 5 occurrences
0f42820000: 5 occurrences
0f42840000: 5 occurrences
0f428A0000: 5 occurrences
0f428C0000: 5 occurrences
0f428E0000: 5 occurrences
0f42940000: 5 occurrences
0f42960000: 5 occurrences
0f42980000: 5 occurrences
0f429A0000: 5 occurrences
0f429C0000: 5 occurrences
0f42A40000: 5 occurrences
0f42A80000: 5 occurrences
0f42AC0000: 5 occurrences
0f42B20000: 5 occurrences
0f42B60000: 5 occurrences
0f42B80000: 5 occurrences
0f42BA0000: 5 occurrences
0f42BC0000: 5 occurrences
0f42BE0000: 5 occurrences
0f42C20000: 5 occurrences
0f42CA0000: 5 occurrences
0f42CE0000: 5 occurrences
0f42D20000: 5 occurrences
0f42D60000: 5 occurrences
0f42D80000: 5 occurrences
0f42DA0000: 5 occurrences
0f42E00000: 5 occurrences
0f42E20000: 5 occurrences
0f42E40000: 5 occurrences
0f42E60000: 5 occurrences
0f42EC0000: 5 occurrences
0f42EE0000: 5 occurrences
0f42F40000: 5 occurrences
0f42F80000: 5 occurrences
0f43010000: 5 occurrences
0f43030000: 5 occurrences
0f43050000: 5 occurrences
0f43060000: 5 occurrences
0f43070000: 5 occurrences
0f43080000: 5 occurrences
0f430D0000: 5 occurrences
0f430E0000: 5 occurrences
0f430F0000: 5 occurrences
0f43110000: 5 occurrences
0f43120000: 5 occurrences
0f43140000: 5 occurrences
0f43150000: 5 occurrences
0f43170000: 5 occurrences
0f43190000: 5 occurrences
0f431A0000: 5 occurrences
0f431B0000: 5 occurrences
0f431C0000: 5 occurrences
0f431D0000: 5 occurrences
0f431E0000: 5 occurrences
0f431D8000: 5 occurrences
0f431F0000: 5 occurrences
0f43210000: 5 occurrences
0f43230000: 5 occurrences
0f43240000: 5 occurrences
0f43250000: 5 occurrences
0f43260000: 5 occurrences
0f43270000: 5 occurrences
0f432B0000: 5 occurrences
0f432C0000: 5 occurrences
0f432D0000: 5 occurrences
0f432E0000: 5 occurrences
0f432F0000: 5 occurrences
0f43300000: 5 occurrences
0f43310000: 5 occurrences
0f43320000: 5 occurrences
0f43330000: 5 occurrences
0f43350000: 5 occurrences
0f43360000: 5 occurrences
0f43380000: 5 occurrences
0f43390000: 5 occurrences
0f433A0000: 5 occurrences
0f433B0000: 5 occurrences
0f433C0000: 5 occurrences
0f433D0000: 5 occurrences
0f433E0000: 5 occurrences
0f43410000: 5 occurrences
0f43420000: 5 occurrences
0f43430000: 5 occurrences
