PTX Hexadecimal Floating-Point Constants
================================================================================

Total unique constants: 7607
Total occurrences: 1224282

DOUBLE-PRECISION CONSTANTS (0d/0D + 16 hex digits):
--------------------------------------------------------------------------------
0d41D8729DA7E5A092: 1 occurrences
0d42015D3DB3C5FFE0: 1 occurrences
0dC1E4D2D89A3913C1: 1 occurrences
0d41BDCDFF9B080398: 1 occurrences
0dC18C5F2E01FB2FF9: 1 occurrences
0d4152FCFB5FD54150: 1 occurrences
0dC1126D4CD831FC06: 1 occurrences
0d40CA49ABC2CAD407: 1 occurrences
0dC07BF09A8D0B4BCF: 1 occurrences
0d4023F8F8F6F26890: 1 occurrences
0dBFDD6E31961ECE73: 1 occurrences
0dBFBBBDC121C5123B: 1 occurrences
0dBFAD76AACF55FC53: 1 occurrences
0dBFA4F1C4FF86494B: 1 occurrences
0dBFA7EFC0E3C7167E: 1 occurrences
0dBFC32633E6DECF48: 1 occurrences
0d3FD9884533D43649: 1 occurrences
0d38A76B71C28918B0: 1 occurrences
0d38268D52E367973F: 1 occurrences
0d3958082FE6606ACB: 1 occurrences
0d39F0EC04908E2753: 1 occurrences
0d3A88D983808A730D: 1 occurrences
0d3B1E21624AF0555A: 1 occurrences
0d3BAF18024073231E: 1 occurrences
0d3C3AB810D07C53A4: 1 occurrences
0d3CC2C97677FAB629: 1 occurrences
0d3D4522A42918D8A1: 1 occurrences
0d3DC27E4FB8F617FC: 1 occurrences
0d3E3845C8A0ABD799: 1 occurrences
0d3EA6C16C16C369A2: 1 occurrences
0d3F0C71C71C71A4B2: 1 occurrences
0d3F65555555555681: 1 occurrences
0d3FAFFFFFFFFFFFF1: 1 occurrences
0dBCA21165F626CDD5: 1 occurrences
0dBFF6A09E667F3BCC: 1 occurrences
0d3FE97F4A8F9D3F28: 1 occurrences
0d4000347C4AB37B18: 1 occurrences
0d40161663B5D9A628: 1 occurrences
0d40214EF30C0C06ED: 1 occurrences
0d4093F56A049CDDE7: 1 occurrences
0dC0C5E91E6AC3AD03: 1 occurrences
0dC05572D39DFB8433: 1 occurrences
0d4016A6041CAA59E5: 1 occurrences
0dBFE155E3A0493880: 1 occurrences
0d3FBA7FB92F417F7F: 1 occurrences
0dBFAFFFFFB12E32F5: 1 occurrences
0d3FEFFFFFFFFECED5: 1 occurrences
0dC15709C79AAC5813: 1 occurrences
0d418A86A64BE101DC: 1 occurrences
0d41142A31C980A287: 1 occurrences
0dC0C9CBE68930485D: 1 occurrences
0d407F583E14E8A4E8: 1 occurrences
0dC0374A629C650680: 1 occurrences
0d3FFA32A7AF17FAE9: 1 occurrences
0dBFCAD32497785CD6: 1 occurrences
0d3FB0AAAA9FB75F7B: 1 occurrences
0dBFBFFFFFFFFE320F: 1 occurrences
0dBD13098C51C18514: 1 occurrences
0d3C8EFBD0A1B77C65: 1 occurrences
0d3D923102D2F5F2F5: 1 occurrences
0dBE0A5F2DEE7D526E: 1 occurrences
0d3E7BB77E758B38AF: 1 occurrences
0dBEE3D1A206EC4F36: 1 occurrences
0d3F4183DCD3ED6294: 1 occurrences
0dBF903921CF04F123: 1 occurrences
0d3FC5DB69D7753176: 1 occurrences
0dBFDBA96740000000: 1 occurrences
0d3E15A30C80000000: 1 occurrences
0dBFEC982EB8D417EA: 1 occurrences
0dBC7EA9D270347F83: 1 occurrences
0d3F3D054B05D3C52D: 1 occurrences
0dBF01630132D75FC3: 1 occurrences
0dBF66DAC0B314B2E5: 1 occurrences
0d3F86A5D1DE76263F: 1 occurrences
0dBF9FD16652824592: 1 occurrences
0d3FB0F69A9CC79FBD: 1 occurrences
0dBFBCCE40EF15583E: 1 occurrences
0d3FC446B11780E4FC: 1 occurrences
0dBFC89AE7E19621F7: 1 occurrences
0d3FCACBA1B38EF7B8: 1 occurrences
0dBFCB4166A03BBFA5: 1 occurrences
0d3FCACCA4D5D4889A: 1 occurrences
0dBFCA1455932B9392: 1 occurrences
0d3FC96D8DB8D844EC: 1 occurrences
0dBFC8F7FB77522EDF: 1 occurrences
0d3FC8C0926ABC9AB0: 1 occurrences
0dBFC8D35B8FEA468C: 1 occurrences
0d3FC9424B8A0C8F94: 1 occurrences
0dBFCA396A7F3403EF: 1 occurrences
0d3FCC068086C37055: 1 occurrences
0dBFCCF18E6A4C5C4E: 1 occurrences
0d3FCC3B1338AF4239: 1 occurrences
0dBFDF7E38A46D70DB: 1 occurrences
0d3FEC24371844B88A: 1 occurrences
0dC00FA9534D98569C: 1 occurrences
0d3C9F06AE7804384E: 1 occurrences
0dBCD2434958151AC7: 1 occurrences
0dBCDAEA62AC8BDA68: 1 occurrences
0d3D11C24A40D33FE1: 1 occurrences
0d3D237CD62FA08CA4: 1 occurrences
0dBD43902E0298C52A: 1 occurrences
0dBD1DDAAD11CAB40F: 1 occurrences
0dBD5209D9F06D7DE4: 1 occurrences
0d3D8BB9F464468E1A: 1 occurrences
0dBDA8F67B07D1B440: 1 occurrences
0d3DC7C8D60F9EAECF: 1 occurrences
0dBDE9703405B49A8D: 1 occurrences
0d3E0A6B64E76417E4: 1 occurrences
0dBE2F6B5AFB2F1359: 1 occurrences
0d3E54526B71C21EC1: 1 occurrences
0dBE5776DBCBBC8E1D: 1 occurrences
0dBE93B211FC2DF90E: 1 occurrences
0dBED486372E8562DC: 1 occurrences
0d3F0AB2C1FBC3A254: 1 occurrences
0d3F299827653353B8: 1 occurrences
0dBF61E32BC4ED7084: 1 occurrences
0dBF7C116FDC599A09: 1 occurrences
0d3FADF6D59BF50C77: 1 occurrences
0d3FAA09C92903680B: 1 occurrences
0dBFD9C34256A12A0B: 1 occurrences
0dC01C581DC4E72103: 1 occurrences
0d3C99774A495F56CF: 1 occurrences
0dBD3F443BB4F53D75: 1 occurrences
0d3CF1CB3ABA718B8E: 1 occurrences
0dBD770F737BD6A786: 1 occurrences
0d3DBF0E9A20459E14: 1 occurrences
0d3DEFA6B137D5E108: 1 occurrences
0dBE344296729FB7FA: 1 occurrences
0dBE60A2813A80DFAA: 1 occurrences
0d3EA34AA737A83EB4: 1 occurrences
0d3EC6A9227332D03C: 1 occurrences
0dBF08177E4F93C81E: 1 occurrences
0dBF226DD71E391775: 1 occurrences
0d3F61D35E85FD7B22: 1 occurrences
0d3F6B2F14A955285C: 1 occurrences
0dBFA8969C64CBF388: 1 occurrences
0dBF95AEF611FC4D5A: 1 occurrences
0d3FD334CCA0697A5A: 1 occurrences
0d000730D67819E8D2: 1 occurrences
0d3FF4C6F208132576: 1 occurrences
0d4009B510EC2ADC83: 1 occurrences
0d401C0D26D5A541CB: 1 occurrences
0d4022585C739ACDDD: 1 occurrences
0dC09C26E89385D5B1: 1 occurrences
0d40D13DB326ECEBFE: 1 occurrences
0d405C6AB923C6F55E: 1 occurrences
0dC01E61EAF3BD2FA1: 1 occurrences
0d3FE9BF15D9B97DD1: 1 occurrences
0dBFC8BFECF93D7D19: 1 occurrences
0d3FC7FFFFF756AA6C: 1 occurrences
0d3FF0000000003646: 1 occurrences
0d416024E99BA46E7B: 1 occurrences
0dC1943281A050209C: 1 occurrences
0dC11A6875D7DFBD65: 1 occurrences
0d40D032C041790233: 1 occurrences
0dC0839F895BC22946: 1 occurrences
0d403E77CC78ECD2D8: 1 occurrences
0dC002F368D0117BE9: 1 occurrences
0d3FD7BCC786009A25: 1 occurrences
0dBFC4FFFFFC51BC7A: 1 occurrences
0d3FD7FFFFFFFFB5EA: 1 occurrences
0dC00F6A7A2955385E: 1 occurrences
0dC00193BED4DFF243: 1 occurrences
0d3C8BD1E50D219BFD: 1 occurrences
0d3E4833AAE4D8B975: 1 occurrences
0dBE2B87B0BE2AA150: 1 occurrences
0dBE44E279B423E68F: 1 occurrences
0d3E129DC6A747EB4F: 1 occurrences
0dBE61D15534496CD8: 1 occurrences
0d3E7EEC8D48FECE00: 1 occurrences
0dBE8D1180AF70A134: 1 occurrences
0d3E9C8386A0EA1388: 1 occurrences
0dBEB01A014E7F3250: 1 occurrences
0d3EC1FB752010A320: 1 occurrences
0dBED3AA0AFF4E332B: 1 occurrences
0d3EE584A6C77F6700: 1 occurrences
0dBEF794C520FC2EBB: 1 occurrences
0d3F09D18D2D35CC71: 1 occurrences
0dBF1C3FB7315C4599: 1 occurrences
0d3F2EEA7ADECCE927: 1 occurrences
0dBF40B2D85257446F: 1 occurrences
0d3F517AB4B1FE5D5B: 1 occurrences
0dBF65429DC6516C0D: 1 occurrences
0d3F7E671C7D0B090B: 1 occurrences
0dBF73A6DEC36FB27C: 1 occurrences
0dBFA0D2AF4E931FD1: 1 occurrences
0dBFBE56F82217B964: 1 occurrences
0d3FE0AA48442F014B: 1 occurrences
0dC015B7FE4E87B02E: 1 occurrences
0dBCBDFE7BAC228E8C: 1 occurrences
0d3CC69A30996793E2: 1 occurrences
0d3CBA3C76069F1D8C: 1 occurrences
0dBCDDD8432FE756E7: 1 occurrences
0dBD143158EEE220F7: 1 occurrences
0d3D28D44491230F5A: 1 occurrences
0dBD438842EAF4EDBC: 1 occurrences
0d3D74958DAFBFAF5A: 1 occurrences
0dBD9449A60E664848: 1 occurrences
0d3D838BC8CD594A76: 1 occurrences
0dBDFA798002141323: 1 occurrences
0d3E380B4198956AAA: 1 occurrences
0d3E5B62B5F21BACD4: 1 occurrences
0dBEA255E729FB6AAE: 1 occurrences
0dBEC80618F6BAE5AA: 1 occurrences
0d3F085B940F8E8D36: 1 occurrences
0d3F2337C7E10E14E8: 1 occurrences
0dBF61BE6DB99332CA: 1 occurrences
0dBF710A329E2BE9B8: 1 occurrences
0d3FAA15D92DFE3FCF: 1 occurrences
0d3FA00B9F8571C9BE: 1 occurrences
0dBFD5C7C556F0C19A: 1 occurrences
0dC0213127AE6169B4: 1 occurrences
0dBCB479CC068D9046: 1 occurrences
0dBD43515F67644276: 1 occurrences
0d3CB09CCC22945996: 1 occurrences
0dBD72C5B978E9F5C7: 1 occurrences
0d3DBEC1151613913C: 1 occurrences
0d3DE9E38D13C4A824: 1 occurrences
0dBE341E75E1088EB5: 1 occurrences
0dBE5A384EBB13CFE1: 1 occurrences
0d3EA2BECB27F8C8F8: 1 occurrences
0d3EC176E72B989FD8: 1 occurrences
0dBF06F7BAB102F822: 1 occurrences
0dBF1B50D7E1D278E1: 1 occurrences
0d3F607A678D60004F: 1 occurrences
0d3F63CED2A2E69115: 1 occurrences
0dBFA6395DFE49FCD4: 1 occurrences
0dBF902B3933CF21B1: 1 occurrences
0d3FD15F993FCEAB5C: 1 occurrences
0dBDCF0B5B1FB7B95E: 1 occurrences
0d3D5249F90687428C: 1 occurrences
0d3E432E589311FA14: 1 occurrences
0dBEB0A780AA4A92E9: 1 occurrences
0d3F12C7DBFFCAEC2B: 1 occurrences
0dBF6835B97894BA4A: 1 occurrences
0d3FABD3975C75B4A3: 1 occurrences
0dBFC91866143CBC8A: 1 occurrences
0d0000000000000001: 1 occurrences
0dC047800000000000: 1 occurrences
0dBD719799812DEA11: 1 occurrences
0d40DD4C8000000000: 1 occurrences
0d40CD4C8000000000: 1 occurrences
0d400921FB544486E0: 1 occurrences
0d3FD296A4063EE73D: 1 occurrences
0d3F7A36E2EB1C432D: 1 occurrences
0d41A0000000000000: 1 occurrences
0dBFFD67F1C864BEB4: 1 occurrences
0d3FDCCCCCCCCCCCCB: 1 occurrences
0d4007FFFF79C842FA: 1 occurrences
0dC1DFFFFFFFC00000: 1 occurrences
0d444011A000000000: 1 occurrences
0d3FD604189374BC6A: 1 occurrences
0d3FE6D916872B020C: 1 occurrences
0d3FD921FB5441C730: 1 occurrences
0d4005FDBBE9B98E4A: 1 occurrences
0d3FF2D97C7F315564: 1 occurrences
0d3FFF6A7A295238FC: 1 occurrences
0d436921FAFC8B007A: 1 occurrences
0d403B35C28F5C28F6: 1 occurrences
0dBFB2D5CFAACD9E84: 1 occurrences
0d400DFAACD9E83E42: 1 occurrences
0d3F28C5C9A34CA0C3: 1 occurrences
0d3CACD2B297D889BC: 1 occurrences
0d3FB9999A00000000: 1 occurrences
0d3F50624000000000: 1 occurrences
0dBF376577531DB446: 1 occurrences
0dBF74D12018A43BB4: 1 occurrences
0dBF74CEC41DD1A21F: 1 occurrences
0dBFB2837DCE61F843: 1 occurrences
0dBFD47AE147AE147B: 1 occurrences
0dC01238DA3C21187E: 1 occurrences
0d3F92492492492492: 1 occurrences
0d3FD5C28F5C28F5C3: 1 occurrences
0d3FF1C71C71C71C72: 1 occurrences
0d401921FB544486E0: 1 occurrences
0d3CA21C2C20F6120F: 1 occurrences
0d3DE80D43DE9CC603: 1 occurrences
0d3FF46454DE7EA5F8: 1 occurrences
0d3EB0000000000000: 1 occurrences
0d4069500000000000: 1 occurrences
0dC063B66666666666: 1 occurrences
0dC069500000000000: 1 occurrences
0dC063B00000000000: 1 occurrences
0d4060E00000000000: 1 occurrences
0dC070000000000000: 1 occurrences
0dC02921FB54442EEA: 1 occurrences
0dC01921FB54442EEA: 1 occurrences
0d400147AE147AE148: 1 occurrences
0d3F889374C0000000: 1 occurrences
0d4002D70A3D70A3D7: 1 occurrences
0d3ED2DFD694CCAB3F: 1 occurrences
0dBFBDA3C21187E7C0: 1 occurrences
0d3FBDA3C21187E7C0: 1 occurrences
0d3F70C1A10C1A10C1: 1 occurrences
0dBFBC28F5C28F5C29: 1 occurrences
0dBD95FD7FE1796495: 1 occurrences
0d3F81111111111111: 1 occurrences
0d40F3B00000000000: 1 occurrences
0d40B6800000000000: 1 occurrences
0d4048000000000000: 1 occurrences
0dBFB0000000000000: 1 occurrences
0d40F55CF000000000: 1 occurrences
0d4101171800000000: 1 occurrences
0d40AA660000000000: 1 occurrences
0d402DAD0E56041893: 1 occurrences
0d40159EB851EB851F: 1 occurrences
0d3FC395810624DD2F: 1 occurrences
0d3F8DE69AD42C3C9F: 1 occurrences
0d3FBFB15B573EAB36: 1 occurrences
0d3F330164840E171A: 1 occurrences
0d3F43660E51D25AAB: 1 occurrences
0d3FD2D0E560418937: 1 occurrences
0d3FD916872B020C4A: 1 occurrences
0d3F04DDDD9648AC41: 1 occurrences
0d4005CAC083126E98: 1 occurrences
0d3F3797CC39FFD60F: 1 occurrences
0d3FBA1CAC083126E9: 1 occurrences
0d3FAEB851EB851EB8: 1 occurrences
0d403AB6B900000000: 1 occurrences
0d3FBFDF3B645A1CAC: 1 occurrences
0d3FA212D77318FC50: 1 occurrences
0dC017EB851EB851EC: 1 occurrences
0dC04C6E147AE147AE: 1 occurrences
0d40220F5C28F5C28F: 1 occurrences
0d4051E33333333333: 1 occurrences
0d401DB851EB851EB8: 1 occurrences
0d401B333333333333: 1 occurrences
0d3FB4395810624DD3: 1 occurrences
0d4112EBC000000000: 1 occurrences
0d400599999999999A: 1 occurrences
0d3FCF487FCB923A2A: 1 occurrences
0dBEDD245BB28BE17E: 1 occurrences
0dC0D8D50000000000: 1 occurrences
0d4053CEB851EB851F: 1 occurrences
0d3FD3E76C8B439581: 1 occurrences
0d4042E3D70A3D70A4: 1 occurrences
0d404411EB851EB852: 1 occurrences
0dBFC1A36E2EB1C433: 1 occurrences
0d3F98D25EDD052935: 1 occurrences
0dC02551EB851EB852: 1 occurrences
0d4026333333333333: 1 occurrences
0d3FC0A3D70A3D70A4: 1 occurrences
0d3FE8A3D70A3D70A4: 1 occurrences
0dC06C200000000000: 1 occurrences
0dBF723456789ABCDF: 1 occurrences
0d40913A0000000000: 1 occurrences
0dC065400000000000: 1 occurrences
0dBF78181818181818: 1 occurrences
0d4082C00000000000: 1 occurrences
0dC09C200000000000: 1 occurrences
0dBF423456789ABCDF: 1 occurrences
0d4023000000000000: 1 occurrences
0dBF6999999999999A: 1 occurrences
0d4055400000000000: 1 occurrences
0d4027000000000000: 1 occurrences
0d3FF1EB851EB851EC: 1 occurrences
0d3FAEB851E0000000: 1 occurrences
0d4069200000000000: 1 occurrences
0d4146E36000000000: 1 occurrences
0d4146E36080000000: 1 occurrences
0d3FE570A3D70A3D71: 1 occurrences
0d40A8BAFB60000000: 1 occurrences
0d40251A7040000000: 1 occurrences
0dC0F86A0000000000: 1 occurrences
0d40000240B7800000: 1 occurrences
0d3FF451EB851EB852: 1 occurrences
0d401544FA6D47B390: 1 occurrences
0d547D42AEA2879F2E: 1 occurrences
0d4084000000000000: 1 occurrences
0dC091460CCCCCCCCD: 1 occurrences
0d400151EB851EB852: 1 occurrences
0d3F80101010101010: 1 occurrences
0d42065A17F5000000: 1 occurrences
0d42D6BCC41E900000: 1 occurrences
0d3F91DF46A1FAE711: 1 occurrences
0d3FF15F06F6944674: 1 occurrences
0d4029000000000000: 1 occurrences
0d3FED44D013A92A30: 1 occurrences
0d404E920C49BA5E35: 1 occurrences
0d403754BC6A7EF9DB: 1 occurrences
0d4038428F5C28F5C3: 1 occurrences
0d3FEA39D5E4A38327: 1 occurrences
0d3FEAC56D5CFAACDA: 1 occurrences
0d3FE836113404EA4B: 1 occurrences
0d4035A0C49BA5E354: 1 occurrences
0d3FE42F4491298890: 1 occurrences
0d403688B439581062: 1 occurrences
0d3FE24A0E410B630B: 1 occurrences
0d4038B3F7CED91687: 1 occurrences
0d3FE02B2BFDB4CC25: 1 occurrences
0d403AF851EB851EB8: 1 occurrences
0d3FDDE5753A3EC02F: 1 occurrences
0d4041B5C28F5C28F6: 1 occurrences
0d3FD812D77318FC50: 1 occurrences
0d4047CF1A9FBE76C9: 1 occurrences
0d3FD2F05A708EDE55: 1 occurrences
0d3FE15F30E7FF583A: 1 occurrences
0d40382AC083126E98: 1 occurrences
0d40044467381D7DBF: 1 occurrences
0d40589EE978D4FDF4: 1 occurrences
0d4056AB126E978D50: 1 occurrences
0d3FEF775B81301648: 1 occurrences
0d3FEDD2C7B890D5A6: 1 occurrences
0d405B533333333333: 1 occurrences
0d3FF18DB8BAC710CB: 1 occurrences
0d3FFCF41F212D7732: 1 occurrences
0d4032553F7CED9168: 1 occurrences
0d3FE9F0ED3D859C8D: 1 occurrences
0d3FEBD4E8FB00BCBE: 1 occurrences
0d40400BE76C8B4396: 1 occurrences
0d40413AC083126E98: 1 occurrences
0d3FE49BE4CD749279: 1 occurrences
0d4040C083126E978D: 1 occurrences
0d3FE35B035BD512EC: 1 occurrences
0d4042533333333333: 1 occurrences
0d3FE21BC558644524: 1 occurrences
0d404606C8B4395810: 1 occurrences
0d3FE060956C0D6F54: 1 occurrences
0d3FE729888F861A61: 1 occurrences
0d4020AA7EF9DB22D1: 1 occurrences
0d402CE9FBE76C8B44: 1 occurrences
0d402E6B020C49BA5E: 1 occurrences
0d3FE91719F7F8CA82: 1 occurrences
0d3FEA193B3A68B19A: 1 occurrences
0d3FE5E8A71DE69AD4: 1 occurrences
0d402BE7EF9DB22D0E: 1 occurrences
0d3FE43B8E4B87BDCF: 1 occurrences
0d402DA5604189374C: 1 occurrences
0d3FE170E2C12AD81B: 1 occurrences
0d40302FDF3B645A1D: 1 occurrences
0d3FDDC0EBEDFA43FE: 1 occurrences
0d4031D604189374BC: 1 occurrences
0d3FDA9081C2E33EFF: 1 occurrences
0d4036A6A7EF9DB22D: 1 occurrences
0d3FD4EA747D805E5F: 1 occurrences
0d403B12F1A9FBE76D: 1 occurrences
0d3FD18F1D3ED527E5: 1 occurrences
0d40411C083126E979: 1 occurrences
0d3FCBCBE61CFFEB07: 1 occurrences
0d3FD729888F861A61: 1 occurrences
0d4010AAB367A0F909: 1 occurrences
0d3FEE3AFB7E90FF97: 1 occurrences
0d405EB33333333333: 1 occurrences
0d3FF0DE00D1B71759: 1 occurrences
0d4063C28F5C28F5C3: 1 occurrences
0d3FF17DBF487FCB92: 1 occurrences
0d4065470A3D70A3D7: 1 occurrences
0d3FF204EA4A8C154D: 1 occurrences
0d406670A3D70A3D71: 1 occurrences
0d3FF43AFB7E90FF97: 1 occurrences
0d406B2D1EB851EB85: 1 occurrences
0d3FF68CE703AFB7E9: 1 occurrences
0d40702E3D70A3D70A: 1 occurrences
0d4075AC0000000000: 1 occurrences
0d407C5D999999999A: 1 occurrences
0d3FFBA71DE69AD42C: 1 occurrences
0d4000EECBFB15B574: 1 occurrences
0d3F91DF46AA91ED06: 1 occurrences
0d407D11DC486AD2DD: 1 occurrences
0dC000C152382D7365: 1 occurrences
0d4000C152382D7365: 1 occurrences
0d3F0A36E2EB1C432D: 1 occurrences
0d3F28E757928E0C9E: 1 occurrences
0d400A000000000000: 1 occurrences
0d3F8FF2E48E8A71DE: 1 occurrences
0d403F333333333333: 1 occurrences
0d4010AE147AE147AE: 1 occurrences
0d402F333333333333: 1 occurrences
0d402B99999999999A: 1 occurrences
0d3D3255D4E8B1B26B: 1 occurrences
0d3AACC83817D7FF47: 1 occurrences
0d3E8FEFD4302F1A27: 1 occurrences
0d3FCFFFCE194474B7: 1 occurrences
0d3F447AE13F000000: 1 occurrences
0d40B8E4CCCCCCCCCD: 1 occurrences
0d3FDC9F25C5BFEDD9: 1 occurrences
0dBD40775E873F74B0: 1 occurrences
0d3FF3AE147AE147AE: 1 occurrences
0d3FB7048D159E26AF: 1 occurrences
0d3FDD05F703AA30FA: 1 occurrences
0d3FE3A66666666666: 1 occurrences
0dBFD16075785E4908: 1 occurrences
0d3FB6CBD323989FF0: 1 occurrences
0d3EB27476CA61B882: 1 occurrences
0d40314CCCCCCCCCCD: 1 occurrences
0d403199999999999A: 1 occurrences
0d4031E66666666666: 1 occurrences
0d4032333333333333: 1 occurrences
0d4032CCCCCCCCCCCD: 1 occurrences
0d403319999999999A: 1 occurrences
0d4033666666666666: 1 occurrences
0d4033B33333333333: 1 occurrences
0d3DD37520C26D7C52: 1 occurrences
0d3DD4A4C419D661F6: 1 occurrences
0d403921CAC083126F: 1 occurrences
0d3FA9CE075F6FD21F: 1 occurrences
0d4030130800000000: 1 occurrences
0dC006C71C71C71C72: 1 occurrences
0d3FE3C6EF40000000: 1 occurrences
0d401921FB67EACAE5: 1 occurrences
0d4340000000000000: 1 occurrences
0d400921FB542FE938: 1 occurrences
0dBFCA7EF9DB22D0E5: 1 occurrences
0dBFC10624DD2F1AA0: 1 occurrences
0d401921FB54442D11: 1 occurrences
0d3FC7AE147AE147AE: 1 occurrences
0d3FEAD916872B020C: 1 occurrences
0d3FCDD2F1A9FBE76D: 1 occurrences
0d402921FB54442D11: 1 occurrences
0d3FED5810624DD2F2: 1 occurrences
0dBFE52F1A9FBE76C9: 1 occurrences
0d3DD2584C222C163E: 1 occurrences
0d3E112E0BE0000000: 1 occurrences
0d3FF6978D4FDF3B64: 1 occurrences
0d401FFF9DA4C11507: 1 occurrences
0d40040D93235DD31A: 1 occurrences
0d40040D9320000000: 1 occurrences
0d3FD9884540000000: 1 occurrences
0dBF79F02F6222C6A0: 1 occurrences
0d3FF5EE685DB76B3C: 1 occurrences
0dBFE65606317268D3: 1 occurrences
0dBFD59BC77143393B: 1 occurrences
0d3FFBB8194C016052: 1 occurrences
0dBFFB3B645A1CAC08: 1 occurrences
0d3FFB3B645A1CAC08: 1 occurrences
0d4023EB851EB851EC: 1 occurrences
0dBFD1EB851EB851EC: 1 occurrences
0d404841E12C9A9C1A: 1 occurrences
0dBFA4445CE6276996: 1 occurrences
0dC02399999999999A: 1 occurrences
0d404CA5DC1A5D2372: 1 occurrences
0d416312D000000000: 1 occurrences
0dBDA5FD7FE1796495: 1 occurrences
0d4062BFFFFFFFFFFF: 1 occurrences
0d3FDC71C71C71C71C: 1 occurrences
0dBFF8985F06F69446: 1 occurrences
0d4009ECBFB15B573F: 1 occurrences
0dBFDFE90FF9724745: 1 occurrences
0dBFEF013A92A30553: 1 occurrences
0d3FFE0346DC5D6388: 1 occurrences
0d3FA53F7CED916873: 1 occurrences
0dBFCA1CAC083126E9: 1 occurrences
0d3FAC84B5DCC63F14: 1 occurrences
0d3FF0E978D4FDF3B6: 1 occurrences
0d3EC0C6F7A0B5ED8D: 1 occurrences
0d3FB47AE147AE147B: 1 occurrences
0d4090CB3E80B5F1FD: 1 occurrences
0d414702739C85B1FA: 1 occurrences
0d401921F9F01B866E: 1 occurrences
0d3F782C3159F383C9: 1 occurrences
0d39BC0A577C8C3829: 1 occurrences
0dC0165C28F5C28F5C: 1 occurrences
0dC197D78400000000: 1 occurrences
0dBFD27EF9DB22D0E5: 1 occurrences
0dBFC2D0E560418937: 1 occurrences
0d3FDBE76C8B439581: 1 occurrences
0dBFE07AE147AE147B: 1 occurrences
0d3FE3AE147AE147AE: 1 occurrences
0d402A000000000000: 1 occurrences
0d3E801B2B29A4692C: 1 occurrences
0d3E7828C0BE769DC1: 1 occurrences
0d3E701B2B29A4692C: 1 occurrences
0d3E601B2B29A4692C: 1 occurrences
0d403CA5DC1A63C1F5: 1 occurrences
0d3F3CD5F99C38B04B: 1 occurrences
0d3F3F41DA116B5D87: 1 occurrences
0d3EDF6D78EA61CDF0: 1 occurrences
0dBF230164840E171A: 1 occurrences
0d3EEC9E3168624AA5: 1 occurrences
0d3FDACEE9F37BEBD5: 1 occurrences
0d3EF999999999999A: 1 occurrences
0d3FE6E48E8A71DE6A: 1 occurrences
0d3FCB333333333333: 1 occurrences
0d3FB27525460AA64C: 1 occurrences
0d3FD5D897A241A3F5: 1 occurrences
0d40F702E10BF18000: 1 occurrences
0d40E702E10BF18000: 1 occurrences
0dBFC20A9A19FB0889: 1 occurrences
0dC0011F80BAB55110: 1 occurrences
0dC0111DB98C4E3997: 1 occurrences
0dBFCE8E2F65B9BC51: 1 occurrences
0dBFF8CAA37FBB3AEE: 1 occurrences
0dBFBC83165DE4039A: 1 occurrences
0dC002000B10D6423C: 1 occurrences
0dBFD60663C74FB54A: 1 occurrences
0dBFE6DA3C21187E7C: 1 occurrences
0d3F1A36E2E0000000: 1 occurrences
0d3FFAB851EB851EB8: 1 occurrences
0dBFD1925623A31D51: 1 occurrences
0d3FE30A49D02DAA5D: 1 occurrences
0dBFD490E616CAC7BA: 1 occurrences
0dBFE0BA413452C2F1: 1 occurrences
0d3FCB13A1B2EDA890: 1 occurrences
0d3FD3EAB18471EA28: 1 occurrences
0d3FEE9770AA3720A9: 1 occurrences
0d3FF0000002AF31DC: 1 occurrences
0d3FE3DDCBF89176B5: 1 occurrences
0dBFD168A8803C5068: 1 occurrences
0d3FEFFFFFCA501ACB: 1 occurrences
0dBFE4B5E5AA943DBA: 1 occurrences
0dBFF1B53538F1E408: 1 occurrences
0d3FF00000055E63B9: 1 occurrences
0d3FFB448730B6563E: 1 occurrences
0dBFD27CD512C178B1: 1 occurrences
0dBFC2D585C378E61B: 1 occurrences
0d3FDBE797F47DEBBE: 1 occurrences
0dBFE07A98219F6206: 1 occurrences
0d3FE3ADE0D91E3EDA: 1 occurrences
0dBFB99A45BBF6E6A7: 1 occurrences
0d3FF23CF5FCF1D8A0: 1 occurrences
0dBFD947AE147AE148: 1 occurrences
0dBFE294744622FA00: 1 occurrences
0d400041A9A4A99814: 1 occurrences
0d3F09999999999998: 1 occurrences
0d3FE1BA5E353F7CEE: 1 occurrences
0d3EF9999999999998: 1 occurrences
0d3F06872B020C49BA: 1 occurrences
0dBFC810624DD2F1AA: 1 occurrences
0dC023CCCCCCCCCCCD: 1 occurrences
0d4370000000000000: 1 occurrences
0d4001E3779B97F4A8: 1 occurrences
0dC0C03D2666666666: 1 occurrences
0d3E501B2B29A4692B: 1 occurrences
0d3FD2000000000000: 1 occurrences
0d3FEC23E39189614C: 1 occurrences
0dC00A37B2A108BD3C: 1 occurrences
0d400A912FE408DB10: 1 occurrences
0d4000425ED097B426: 1 occurrences
0d401CB1A72C69CB1A: 1 occurrences
0dBFCA5AD296B4A5AD: 1 occurrences
0dBFD2F684BDA12F68: 1 occurrences
0dBFF61B58BA0961B6: 1 occurrences
0d3FDCFD813F604FD8: 1 occurrences
0dBFD199999999999A: 1 occurrences
0dBF9EA8FD6CCEB75D: 1 occurrences
0d3F66C16C16C16C17: 1 occurrences
